user_id,user_name,age,gender,region,subscription_type,subscription_start_date,subscription_end_date,is_active,device_type,content_id,content_title,genre,content_type,language,release_year,avg_watch_time_per_day,total_watch_time,watch_date,watch_duration,completion_rate,rating_given,liked,recommended_content_ids,last_login_time,total_sessions_per_week,avg_stream_quality,peak_watch_hour,network_speed_mbps,buffering_count,payment_method,monthly_spend,churn_flag,account_creation_date,
U14756,Billy Lopez,43,Male,Karnataka,Standard,13-12-2023,31-07-2024,0,Smart TV,C1191,Proactive web-enabled ability,Action,Movie,Korean,2018,107.23,4861.51,21-08-2025,153.04,40.52,3.8,0,"C1231, C1440, C1370",05-11-2025 18:13,21,1080p,6,99.13,1,Debit Card,499,1,22-02-2023,
U14757,Jennifer Thompson,55,Female,Delhi,Standard,31-12-2023,08-08-2024,0,Laptop,C1185,Balanced scalable support,Thriller,Documentary,Japanese,2021,85.44,1544.81,13-10-2025,108.09,51.88,4.7,1,"C1272, C1245, C1401",08-11-2025 19:27,23,4K,1,28.22,4,Wallet,649,1,14-03-2023,
U14758,Sara Werner,29,Male,Karnataka,Premium,24-09-2024,30-06-2025,1,Laptop,C1224,Future-proofed scalable Graphic Interface,Drama,Documentary,Japanese,2017,121.78,9494.55,04-09-2025,141.16,49.27,2.2,0,"C1442, C1069, C1063",06-11-2025 13:38,21,1080p,17,86.36,2,Wallet,799,0,07-02-2024,
U14759,Julie Bennett,16,Other,Uttar Pradesh,Premium,05-02-2024,07-11-2024,0,Laptop,C1035,User-centric bandwidth-monitored parallelism,Thriller,Movie,Telugu,2019,55.76,2173.13,05-06-2025,48.97,64.4,1.3,0,"C1466, C1129, C1488",04-11-2025 06:29,10,4K,13,70.98,4,UPI,499,0,30-11-2023,
U14760,Anthony Bowers,48,Male,Bihar,Premium,10-07-2024,13-05-2025,1,Tablet,C1187,Ergonomic tangible contingency,Horror,Series,English,2024,41.21,3956.55,22-07-2025,68.62,93.2,1.9,0,"C1427, C1073, C1133",09-11-2025 00:24,13,480p,11,20.72,1,Debit Card,799,0,03-12-2023,
U14761,Steven Gray,56,Male,Uttar Pradesh,Premium,26-06-2024,12-05-2025,1,Mobile,C1398,Monitored national superstructure,Romance,Movie,Telugu,2024,145.12,4653.11,08-09-2025,161.84,67,1.2,0,"C1106, C1447, C1141",09-11-2025 21:04,12,480p,16,82.53,2,Wallet,799,0,02-11-2023,
U14762,Terri Obrien,32,Female,Kerala,Standard,06-07-2024,20-05-2025,1,Tablet,C1396,Customizable composite extranet,Comedy,Movie,Tamil,2020,64.48,4160.91,07-10-2025,16.79,84.46,3.1,0,"C1289, C1052, C1403",07-11-2025 20:50,7,1080p,10,95.72,4,Credit Card,799,0,04-01-2024,
U14763,Michael Thompson,38,Female,West Bengal,Standard,07-11-2024,03-07-2025,1,Smart TV,C1083,Cloned system-worthy open architecture,Sci-Fi,Documentary,Tamil,2022,141.57,7670.83,27-05-2025,123.9,49.56,4.6,1,"C1052, C1374, C1159",03-11-2025 03:02,17,480p,3,67.98,1,UPI,499,0,15-06-2024,
U14764,Kenneth Booker,31,Male,Bihar,Premium,14-06-2024,08-04-2025,1,Laptop,C1397,Re-contextualized maximized contingency,Sci-Fi,Movie,Spanish,2017,57.54,4705.22,28-08-2025,128.39,60.95,1.9,0,"C1299, C1189, C1225",01-11-2025 23:23,3,1080p,18,84.2,3,Credit Card,199,0,27-08-2023,
U14765,Diane Lopez,57,Female,Maharashtra,Standard,22-05-2024,21-04-2025,1,Tablet,C1179,Mandatory uniform matrix,Action,Movie,Telugu,2018,100.48,2710.82,14-10-2025,127.69,48.85,2.9,0,"C1487, C1207, C1108",04-11-2025 16:33,23,1080p,5,46.72,0,Wallet,199,0,25-03-2024,
U14766,Thomas Martinez,16,Male,Kerala,Standard,09-12-2023,12-09-2024,0,Mobile,C1485,Reactive homogeneous middleware,Horror,Series,Spanish,2016,128.38,2951.63,25-06-2025,20.41,58.67,1.6,0,"C1457, C1056, C1490",08-11-2025 10:29,18,720p,19,93.52,4,Wallet,499,0,25-10-2023,
U14767,Christian Pacheco,31,Male,Kerala,Standard,24-10-2024,24-05-2025,1,Laptop,C1078,Team-oriented eco-centric algorithm,Horror,Series,Korean,2020,157.33,2621.49,26-05-2025,97.98,77.45,4.3,1,"C1495, C1124, C1345",02-11-2025 19:12,5,4K,10,33.58,3,Credit Card,499,0,18-02-2024,
U14768,Gabriel Larson,53,Male,Karnataka,Premium,15-10-2024,15-09-2025,1,Laptop,C1499,Re-engineered coherent array,Horror,Movie,Hindi,2025,87.87,2060.71,16-05-2025,93.76,66,2.3,0,"C1191, C1375, C1173",05-11-2025 08:00,7,4K,9,20.07,2,Wallet,499,0,13-04-2024,
U14769,Katie Clay,46,Male,Kerala,Standard,30-06-2024,04-04-2025,1,Tablet,C1069,Extended logistical definition,Action,Documentary,Tamil,2019,32.31,2253.74,11-06-2025,32.39,72.96,4.1,1,"C1071, C1161, C1238",08-11-2025 09:43,20,720p,14,82.76,5,Credit Card,799,0,13-01-2024,
U14770,Mark Martin,34,Male,Uttar Pradesh,Basic,15-11-2023,26-10-2024,0,Laptop,C1402,Secured methodical leverage,Documentary,Movie,Korean,2024,92.34,3135.51,06-08-2025,48.79,96.86,4.5,1,"C1105, C1177, C1474",08-11-2025 12:39,7,480p,8,64.28,5,UPI,199,0,27-02-2023,
U14771,Rachel Walker,38,Female,West Bengal,Standard,07-03-2024,06-01-2025,1,Laptop,C1273,Pre-emptive zero administration task-force,Action,Movie,Hindi,2024,115.34,10026.89,02-09-2025,84.84,56.77,2.1,0,"C1354, C1372, C1117",09-11-2025 04:20,21,4K,13,59.15,0,Wallet,499,0,16-12-2023,
U14772,Patty Richmond,50,Male,Uttar Pradesh,Standard,25-05-2024,19-02-2025,1,Tablet,C1237,Robust analyzing toolset,Drama,Series,Spanish,2022,97.45,1030.12,25-06-2025,179.75,49.92,4.5,1,"C1315, C1095, C1219",31-10-2025 22:02,16,4K,23,59.45,2,Credit Card,799,0,01-04-2024,
U14773,Patricia Becker,25,Female,Maharashtra,Basic,13-09-2024,28-05-2025,1,Smart TV,C1188,Universal intermediate access,Thriller,Documentary,Telugu,2022,37.32,1464.32,31-05-2025,135.1,98.13,3.6,0,"C1097, C1343, C1064",08-11-2025 11:01,10,480p,23,62.53,1,UPI,799,0,29-06-2024,
U14774,Travis Grant,34,Other,Maharashtra,Premium,04-11-2024,22-10-2025,1,Smart TV,C1155,Persevering optimal secured line,Drama,Movie,Korean,2018,110.99,10052.08,28-07-2025,151.01,55.81,1.6,0,"C1306, C1168, C1446",03-11-2025 22:22,12,720p,23,82.24,2,Credit Card,799,0,14-09-2024,
U14775,Dustin Massey,27,Female,Delhi,Premium,16-05-2024,17-02-2025,1,Laptop,C1056,Managed logistical interface,Comedy,Documentary,Telugu,2021,116.92,7724.26,22-08-2025,11.52,55.49,1.5,0,"C1178, C1036, C1040",01-11-2025 16:19,12,4K,11,43.48,1,Debit Card,499,0,14-11-2023,
U14776,Patrick Foster,17,Female,Kerala,Standard,20-12-2023,08-11-2024,0,Mobile,C1170,Progressive attitude-oriented matrix,Drama,Movie,Spanish,2021,159.18,5996.95,02-09-2025,178.66,87.69,4.7,1,"C1337, C1036, C1111",02-11-2025 19:08,17,1080p,22,10.52,5,UPI,649,1,04-06-2023,
U14777,Amy Wagner,28,Female,Kerala,Basic,05-01-2024,05-08-2024,0,Smart TV,C1342,Diverse didactic model,Drama,Movie,Telugu,2023,112.03,9322.57,08-08-2025,37.78,61.51,2.8,0,"C1282, C1142, C1155",01-11-2025 01:16,12,1080p,3,44.41,1,Wallet,649,1,28-10-2023,
U14778,Briana King,43,Male,Karnataka,Standard,07-12-2023,02-12-2024,0,Tablet,C1065,Automated holistic flexibility,Romance,Series,English,2018,113.14,9717.71,06-11-2025,94.25,64.33,4.5,1,"C1304, C1051, C1242",02-11-2025 21:39,15,1080p,5,21.23,2,UPI,799,1,04-10-2023,
U14779,Jade Thompson,42,Male,Bihar,Premium,13-08-2024,31-07-2025,1,Laptop,C1079,Re-contextualized foreground definition,Drama,Series,Hindi,2017,130.7,3758.9,12-05-2025,18.58,53.44,1.9,0,"C1332, C1326, C1037",04-11-2025 14:06,28,1080p,4,45.65,0,Wallet,199,0,10-04-2024,
U14780,Brandy Pham,24,Female,Delhi,Standard,13-04-2024,11-11-2024,0,Mobile,C1131,Centralized even-keeled project,Horror,Series,Japanese,2018,110.57,10332.48,02-07-2025,90.48,56.67,4.5,1,"C1480, C1347, C1191",03-11-2025 03:30,9,720p,14,84.21,1,Wallet,199,0,26-02-2024,
U14781,Amy Soto,50,Other,Karnataka,Standard,15-05-2024,03-12-2024,0,Laptop,C1410,Polarized multi-tasking emulation,Drama,Documentary,Tamil,2017,42.99,2378.74,14-06-2025,132.57,51.32,1.3,0,"C1162, C1137, C1059",08-11-2025 09:08,26,4K,5,83.42,4,UPI,499,1,29-11-2023,
U14782,Meghan Snyder,56,Male,Kerala,Basic,25-01-2024,02-10-2024,0,Laptop,C1035,Synergized dynamic website,Drama,Documentary,Telugu,2019,145.3,2754.46,12-07-2025,19.51,67.25,3.5,0,"C1022, C1320, C1040",02-11-2025 22:14,18,480p,6,37.92,0,Wallet,649,1,02-12-2023,
U14783,Maria Schultz,59,Other,West Bengal,Standard,21-05-2024,07-02-2025,1,Tablet,C1418,Focused scalable middleware,Horror,Documentary,Spanish,2021,72.34,5254.77,17-05-2025,164.9,70.78,1.2,0,"C1485, C1490, C1344",05-11-2025 12:47,18,720p,20,44.54,0,Credit Card,199,0,24-03-2024,
U14784,Brooke Duffy,16,Female,Karnataka,Standard,02-07-2024,04-05-2025,1,Laptop,C1195,Multi-channeled even-keeled open system,Action,Movie,English,2025,88.92,7000.31,16-09-2025,106.17,56.86,3.7,0,"C1071, C1088, C1075",02-11-2025 14:33,22,720p,10,74.36,0,Debit Card,799,0,22-04-2024,
U14785,Laura Newman,39,Other,Bihar,Basic,19-11-2023,13-07-2024,0,Smart TV,C1223,Mandatory human-resource attitude,Sci-Fi,Series,Spanish,2025,100.7,3446.05,26-08-2025,76.51,86.3,2.7,0,"C1233, C1299, C1013",07-11-2025 01:25,17,1080p,19,93.11,0,Debit Card,649,0,22-07-2023,
U14786,Edward Stanley,50,Male,Tamil Nadu,Premium,24-04-2024,12-02-2025,1,Laptop,C1373,Vision-oriented optimizing open architecture,Sci-Fi,Series,Hindi,2015,137.1,8852.85,07-08-2025,26.45,54.44,3,0,"C1325, C1409, C1148",06-11-2025 23:13,26,1080p,23,51.4,3,Wallet,499,0,19-07-2023,
U14787,Lisa Morris,36,Other,Maharashtra,Standard,05-09-2024,21-07-2025,1,Mobile,C1016,Compatible 24hour infrastructure,Sci-Fi,Series,Telugu,2016,43.15,1920.23,23-09-2025,69.55,74.56,2.2,0,"C1071, C1263, C1258",01-11-2025 18:41,16,720p,1,85.31,1,Debit Card,199,0,05-03-2024,
U14788,Luis Bonilla,45,Other,Tamil Nadu,Basic,21-07-2024,05-04-2025,1,Tablet,C1198,Decentralized tangible challenge,Comedy,Documentary,Tamil,2017,32.08,847.12,28-05-2025,34.19,71.7,1.5,0,"C1236, C1493, C1098",02-11-2025 19:26,4,1080p,9,10.54,4,Debit Card,199,0,23-05-2024,
U14789,Jose Hernandez,22,Male,Maharashtra,Standard,07-06-2024,26-02-2025,1,Smart TV,C1007,Vision-oriented demand-driven process improvement,Thriller,Movie,Spanish,2020,33.35,2711.93,22-10-2025,18.71,42.57,2.4,0,"C1384, C1127, C1047",03-11-2025 03:24,23,480p,8,47.2,1,Credit Card,199,0,26-01-2024,
U14790,Grace Pruitt,27,Other,Maharashtra,Premium,19-08-2024,22-04-2025,1,Laptop,C1177,Fundamental 24hour customer loyalty,Drama,Series,Japanese,2019,158.15,9647.14,30-09-2025,100.14,67.47,3.4,0,"C1493, C1083, C1274",08-11-2025 21:22,24,4K,1,45.81,4,Credit Card,649,0,21-12-2023,
U14791,Laura Moore,34,Male,Delhi,Standard,21-03-2024,05-11-2024,0,Laptop,C1214,De-engineered content-based pricing structure,Romance,Series,Hindi,2022,63.51,1996.53,19-10-2025,117.96,50.71,2.5,0,"C1286, C1356, C1432",02-11-2025 03:15,18,720p,4,55.7,3,UPI,199,1,11-12-2023,
U14792,Charles English,26,Female,Kerala,Premium,28-12-2023,11-11-2024,0,Laptop,C1031,Enterprise-wide multimedia portal,Thriller,Documentary,English,2025,91.74,3709.51,12-09-2025,161.73,57.87,2.9,0,"C1337, C1333, C1071",03-11-2025 02:15,8,4K,8,7.96,5,UPI,799,0,15-04-2023,
U14793,Brandon Reeves,59,Male,Karnataka,Standard,14-12-2023,25-10-2024,0,Laptop,C1145,Universal user-facing help-desk,Thriller,Series,Japanese,2015,171.63,3881.68,06-10-2025,112.43,85.21,2.4,0,"C1203, C1118, C1198",07-11-2025 10:58,12,4K,12,73.55,2,UPI,199,1,22-04-2023,
U14794,Megan Weaver,31,Other,Maharashtra,Basic,16-02-2024,02-02-2025,1,Mobile,C1198,Face-to-face full-range capacity,Sci-Fi,Movie,Spanish,2015,120.85,8564.79,10-09-2025,141.21,54.27,2.8,0,"C1270, C1155, C1396",03-11-2025 22:48,18,720p,18,49.72,0,UPI,499,0,14-01-2024,
U14795,Joshua Walters,16,Male,West Bengal,Basic,11-10-2024,27-08-2025,1,Mobile,C1322,Organized heuristic encryption,Horror,Series,English,2017,78.88,2916.93,05-09-2025,30.76,62.72,1.5,0,"C1146, C1299, C1276",10-11-2025 11:18,27,1080p,9,37.34,3,UPI,799,0,24-03-2024,
U14796,Kylie Campbell,21,Other,Uttar Pradesh,Premium,06-08-2024,09-07-2025,1,Laptop,C1399,Extended attitude-oriented help-desk,Horror,Documentary,Hindi,2025,70.98,2806.97,20-10-2025,147.77,89.16,2.7,0,"C1195, C1169, C1148",05-11-2025 17:10,11,720p,14,9,4,Credit Card,799,0,07-05-2024,
U14797,Jennifer Sparks,42,Male,Kerala,Standard,30-08-2024,01-08-2025,1,Tablet,C1053,Reactive solution-oriented extranet,Sci-Fi,Series,Hindi,2025,130.89,5151.63,28-10-2025,10.11,57.76,3.6,0,"C1308, C1429, C1379",03-11-2025 23:59,21,4K,12,38.46,4,Wallet,499,0,26-03-2024,
U14798,Kelly Parsons,44,Female,Bihar,Premium,01-11-2024,29-06-2025,1,Laptop,C1455,Enterprise-wide value-added Graphical User Interface,Thriller,Series,English,2017,49.97,4813.95,26-08-2025,169.73,91.46,3.8,0,"C1018, C1193, C1099",09-11-2025 04:10,12,4K,18,34.72,2,Wallet,799,0,07-03-2024,
U14799,Rachel Maldonado,33,Other,West Bengal,Premium,25-02-2024,14-10-2024,0,Laptop,C1067,Open-source grid-enabled approach,Romance,Documentary,Tamil,2022,104.58,3174.24,06-06-2025,83.77,76.51,3.3,0,"C1481, C1072, C1435",01-11-2025 12:52,8,4K,19,6.08,4,Credit Card,799,0,11-12-2023,
U14800,Julie Johnson,20,Male,Karnataka,Premium,11-06-2024,09-04-2025,1,Smart TV,C1142,Public-key coherent implementation,Horror,Series,Tamil,2023,53.56,2181.06,21-07-2025,72.74,57.06,2.7,0,"C1106, C1184, C1122",02-11-2025 09:47,15,480p,5,96.59,5,Wallet,499,0,08-03-2024,
U14801,Julia Todd,25,Female,Kerala,Premium,06-01-2024,05-01-2025,1,Laptop,C1202,Networked bottom-line core,Horror,Documentary,Spanish,2016,63.04,5238.72,02-08-2025,68.68,56.85,4,1,"C1303, C1481, C1416",07-11-2025 10:49,16,720p,19,46.69,0,Debit Card,499,0,01-12-2023,
U14802,Chelsea Walker,36,Other,Kerala,Basic,01-04-2024,02-02-2025,1,Mobile,C1279,Future-proofed leadingedge conglomeration,Thriller,Series,English,2018,137.04,6187.78,02-06-2025,134.81,88.43,3,0,"C1096, C1077, C1219",10-11-2025 05:43,28,4K,0,63.41,4,Credit Card,799,0,16-01-2024,
U14803,Brandon Graham,18,Female,Tamil Nadu,Basic,28-12-2023,25-12-2024,0,Smart TV,C1340,Visionary upward-trending encoding,Drama,Series,Telugu,2025,137.04,9647.23,27-06-2025,175.08,59.66,2.4,0,"C1097, C1265, C1229",01-11-2025 15:40,19,720p,6,21.31,4,UPI,499,0,31-07-2023,
U14804,Krystal Butler,39,Other,Delhi,Basic,04-11-2024,16-08-2025,1,Mobile,C1211,Distributed 6thgeneration adapter,Sci-Fi,Documentary,Hindi,2022,117.64,3264.95,09-08-2025,118.8,88.07,1.9,0,"C1429, C1350, C1157",06-11-2025 04:04,8,4K,6,10.56,1,Debit Card,799,0,31-05-2024,
U14805,Courtney Hull,30,Male,Uttar Pradesh,Premium,14-09-2024,15-08-2025,1,Smart TV,C1355,Re-contextualized 5thgeneration standardization,Romance,Series,English,2022,105.76,6163.05,27-08-2025,135.5,78.86,2.5,0,"C1117, C1180, C1274",31-10-2025 23:53,9,720p,9,17.62,3,Wallet,649,0,19-06-2024,
U14806,Jose George,41,Male,Kerala,Basic,08-09-2024,10-05-2025,1,Tablet,C1138,Focused didactic product,Sci-Fi,Movie,Hindi,2024,32.17,1682.53,15-05-2025,30.57,63.27,1.9,0,"C1226, C1133, C1353",06-11-2025 10:29,11,4K,19,83,4,Wallet,499,0,13-12-2023,
U14807,Kendra Richard,52,Other,Bihar,Premium,05-06-2024,21-01-2025,1,Mobile,C1050,Profound optimal policy,Thriller,Documentary,Spanish,2016,74.87,5240.48,10-06-2025,83.09,49.13,4.4,1,"C1440, C1216, C1172",06-11-2025 11:56,6,1080p,18,85.77,5,Debit Card,499,0,30-03-2024,
U14808,Christopher Wheeler,59,Female,West Bengal,Basic,02-04-2024,01-03-2025,1,Tablet,C1159,Devolved explicit Graphical User Interface,Horror,Movie,Tamil,2019,97.03,7401.26,27-10-2025,27.45,42.69,4.8,1,"C1431, C1279, C1463",02-11-2025 02:38,7,720p,2,42.98,2,Debit Card,799,0,01-03-2024,
U14809,Dalton Smith,45,Male,West Bengal,Premium,24-09-2024,25-04-2025,1,Laptop,C1359,Enhanced hybrid flexibility,Romance,Series,Korean,2020,147.51,3011.93,22-08-2025,165.6,80.37,5,1,"C1246, C1122, C1120",02-11-2025 02:50,25,720p,5,40.5,2,Credit Card,649,0,23-02-2024,
U14810,Kimberly Lopez,40,Male,Karnataka,Basic,25-04-2024,17-02-2025,1,Smart TV,C1171,Centralized bottom-line functionalities,Thriller,Series,Hindi,2024,94.75,7394.57,01-10-2025,173.34,93.42,2.2,0,"C1068, C1287, C1045",06-11-2025 19:13,6,4K,0,56.59,1,UPI,649,0,07-10-2023,
U14811,Brandon Ramsey,25,Male,Kerala,Basic,27-07-2024,29-06-2025,1,Smart TV,C1193,Programmable incremental database,Romance,Series,Spanish,2025,147.27,14630.37,11-10-2025,20.87,79.98,1.1,0,"C1417, C1286, C1251",05-11-2025 04:20,23,720p,8,10.8,0,UPI,649,0,31-01-2024,
U14812,Sarah Anderson,19,Other,West Bengal,Basic,28-07-2024,30-05-2025,1,Mobile,C1096,Future-proofed even-keeled collaboration,Horror,Documentary,Telugu,2021,37.59,3195.17,26-05-2025,125.01,91.41,1.9,0,"C1163, C1480, C1172",10-11-2025 01:06,28,720p,11,57.74,4,Credit Card,799,0,14-05-2024,
U14813,Christopher Camacho,27,Male,Delhi,Standard,10-02-2024,20-01-2025,1,Laptop,C1229,Upgradable interactive protocol,Documentary,Movie,Korean,2015,102.23,4699.95,19-08-2025,94.09,41.57,1.9,0,"C1385, C1461, C1086",02-11-2025 05:43,26,4K,13,87.3,5,Debit Card,649,0,01-12-2023,
U14814,Darlene Hardin,54,Male,Maharashtra,Basic,19-01-2024,07-11-2024,0,Laptop,C1029,Networked exuding attitude,Horror,Documentary,Telugu,2021,129.37,2029.51,28-08-2025,137.83,69.15,2.4,0,"C1040, C1332, C1038",02-11-2025 13:58,5,1080p,12,82.13,5,Debit Card,199,0,10-10-2023,
U14815,Mackenzie Ross,35,Male,Bihar,Standard,04-07-2024,08-06-2025,1,Tablet,C1246,Robust actuating process improvement,Action,Series,Korean,2017,117.72,10127.26,03-10-2025,94.69,70.45,4.5,1,"C1102, C1413, C1070",02-11-2025 04:34,20,1080p,10,30.2,2,Credit Card,499,0,07-03-2024,
U14816,John Lin,48,Female,Tamil Nadu,Standard,07-03-2024,11-12-2024,0,Smart TV,C1339,Self-enabling contextually-based groupware,Thriller,Series,Telugu,2021,49.28,4066.31,04-09-2025,150.87,85.8,2.2,0,"C1043, C1331, C1307",05-11-2025 00:54,19,480p,16,35.7,3,Wallet,199,0,18-11-2023,
U14817,Susan Haynes,35,Other,Uttar Pradesh,Premium,03-04-2024,19-01-2025,1,Laptop,C1372,Triple-buffered 24/7 hub,Drama,Series,Telugu,2023,131.07,9956.87,02-10-2025,34.82,89.71,3.8,0,"C1005, C1227, C1472",06-11-2025 10:38,25,4K,5,42.69,1,Wallet,499,0,02-08-2023,
U14818,Jacob Trujillo,40,Male,Delhi,Premium,24-05-2024,15-03-2025,1,Tablet,C1094,Multi-layered multi-tasking success,Drama,Series,Telugu,2020,34.73,697.57,11-06-2025,133.15,99.19,3.1,0,"C1201, C1221, C1014",06-11-2025 05:26,17,4K,19,61.47,3,Wallet,499,0,01-01-2024,
U14819,Michael Robinson,41,Male,Uttar Pradesh,Standard,04-03-2024,22-01-2025,1,Laptop,C1324,Inverse incremental installation,Thriller,Series,English,2023,60.18,743.55,01-09-2025,10.67,42.3,2.1,0,"C1110, C1228, C1255",01-11-2025 18:11,29,4K,18,64.94,0,UPI,499,0,20-10-2023,
U14820,Sandra Sheppard,19,Other,Kerala,Basic,10-09-2024,20-07-2025,1,Tablet,C1031,Fundamental 24hour structure,Drama,Series,Spanish,2019,55.36,597.9,16-09-2025,40.32,77.63,3.1,0,"C1230, C1338, C1298",09-11-2025 21:14,28,1080p,18,23.54,4,Wallet,199,0,20-06-2024,
U14821,Crystal Stephens,28,Other,Kerala,Premium,11-06-2024,08-03-2025,1,Mobile,C1389,Automated discrete function,Sci-Fi,Documentary,Tamil,2021,111.51,4077.24,25-07-2025,147.26,43.13,2.4,0,"C1091, C1060, C1194",01-11-2025 10:46,5,480p,20,87.62,5,Credit Card,499,0,02-11-2023,
U14822,Jason Bryan,38,Male,Karnataka,Standard,16-08-2024,12-08-2025,1,Mobile,C1455,Stand-alone modular alliance,Comedy,Series,Spanish,2025,72.95,6312.49,26-05-2025,101.94,92.31,3.9,0,"C1424, C1033, C1365",09-11-2025 05:38,22,4K,8,70.54,2,Credit Card,199,0,16-05-2024,
U14823,Robert Meyers,54,Male,West Bengal,Premium,28-06-2024,22-05-2025,1,Smart TV,C1290,Business-focused methodical process improvement,Drama,Movie,Japanese,2024,101.55,5356.44,15-09-2025,147.21,92.82,2.8,0,"C1227, C1197, C1275",10-11-2025 02:41,16,1080p,16,37.72,1,Wallet,499,0,20-04-2024,
U14824,Ashley Jones,19,Female,Bihar,Basic,31-12-2023,06-08-2024,0,Tablet,C1129,Multi-lateral 5thgeneration access,Drama,Movie,Japanese,2015,68.02,2938.86,26-07-2025,27.14,43.93,2.5,0,"C1058, C1448, C1296",01-11-2025 19:21,6,4K,18,17.34,2,Credit Card,199,1,16-06-2023,
U14825,Melissa Morris,23,Female,Bihar,Standard,29-01-2024,18-01-2025,1,Tablet,C1231,Configurable needs-based toolset,Comedy,Series,Spanish,2023,36.9,2953.71,18-06-2025,78.98,46.51,1.6,0,"C1171, C1165, C1222",05-11-2025 17:02,12,1080p,9,56.29,0,Credit Card,499,0,28-04-2023,
U14826,Gina Diaz,47,Male,Bihar,Basic,08-09-2024,16-07-2025,1,Laptop,C1067,Monitored 6thgeneration infrastructure,Sci-Fi,Movie,Telugu,2020,155.04,13663.84,15-08-2025,176.82,72.66,4.9,1,"C1152, C1411, C1006",04-11-2025 18:51,4,480p,21,89.11,1,Debit Card,799,0,09-07-2024,
U14827,Michelle Huber,50,Male,Delhi,Standard,20-09-2024,15-05-2025,1,Smart TV,C1072,Customizable multi-state complexity,Thriller,Series,English,2018,173.42,7475.73,15-09-2025,32.41,84.49,4.5,1,"C1326, C1100, C1294",06-11-2025 19:37,21,720p,21,54,3,Debit Card,199,0,04-08-2024,
U14828,Kimberly Hale,27,Male,West Bengal,Premium,07-12-2023,28-07-2024,0,Smart TV,C1068,Fully-configurable web-enabled application,Thriller,Movie,English,2017,31.71,1559.69,28-09-2025,50.35,84.33,1.7,0,"C1207, C1176, C1084",05-11-2025 09:34,3,720p,7,43.35,2,Debit Card,199,1,03-04-2023,
U14829,Rebekah Kelly,45,Female,Tamil Nadu,Basic,22-09-2024,06-05-2025,1,Mobile,C1416,Quality-focused encompassing database,Documentary,Movie,Spanish,2018,114.8,6753.05,23-05-2025,119.47,80.9,1.7,0,"C1325, C1478, C1407",07-11-2025 01:42,20,1080p,19,54.25,3,Credit Card,649,0,07-06-2024,
U14830,Lisa Wagner,17,Female,West Bengal,Standard,20-08-2024,13-05-2025,1,Tablet,C1003,Synergistic stable ability,Action,Series,Korean,2022,42.78,1285,22-10-2025,45.38,62.5,2,0,"C1146, C1445, C1310",01-11-2025 13:20,10,4K,7,77.95,0,Debit Card,799,0,04-02-2024,
U14831,Ricardo Smith,48,Other,West Bengal,Basic,13-10-2024,16-05-2025,1,Laptop,C1119,Compatible modular leverage,Documentary,Series,Spanish,2025,84.91,6182.71,30-08-2025,168.77,65.2,2.3,0,"C1286, C1051, C1158",04-11-2025 20:53,7,4K,4,84.46,1,UPI,649,0,12-04-2024,
U14832,Nicholas Gray,35,Male,Delhi,Basic,30-12-2023,24-08-2024,0,Mobile,C1132,Front-line 24hour attitude,Documentary,Series,Japanese,2015,117.57,10754.74,01-07-2025,169.36,68.81,5,1,"C1206, C1192, C1490",04-11-2025 20:20,29,4K,4,84.23,3,Wallet,799,1,27-07-2023,
U14833,Kevin Hale,20,Other,Tamil Nadu,Standard,12-06-2024,31-12-2024,0,Smart TV,C1177,Virtual background budgetary management,Romance,Series,Korean,2021,54.79,1305.43,03-09-2025,132.84,40.7,1.4,0,"C1376, C1031, C1403",05-11-2025 23:30,26,480p,5,86.62,5,Credit Card,199,1,20-03-2024,
U14834,Bryan Wilson,46,Male,Tamil Nadu,Standard,03-10-2024,02-06-2025,1,Mobile,C1166,Synergistic mission-critical product,Sci-Fi,Series,Hindi,2021,108.91,1705.5,04-07-2025,165.81,60.52,3.8,0,"C1435, C1298, C1162",07-11-2025 21:35,28,1080p,10,83.07,3,Debit Card,799,0,31-12-2023,
U14835,Joseph Richardson MD,28,Other,Maharashtra,Premium,09-01-2024,14-09-2024,0,Mobile,C1090,Fundamental bandwidth-monitored benchmark,Romance,Series,Tamil,2019,165.26,15099.96,16-09-2025,85.95,82.71,2.6,0,"C1106, C1479, C1304",08-11-2025 01:14,13,1080p,23,16.52,3,Debit Card,649,0,06-04-2023,
U14836,Mark Jones,41,Other,Kerala,Premium,10-03-2024,30-11-2024,0,Tablet,C1147,Synergistic zero-defect protocol,Sci-Fi,Documentary,Spanish,2021,82.06,1820.05,28-07-2025,64.24,83.12,2.9,0,"C1479, C1457, C1440",03-11-2025 04:00,18,720p,19,28.42,0,Wallet,799,0,21-06-2023,
U14837,Lisa Henry,49,Female,Maharashtra,Premium,22-09-2024,30-04-2025,1,Mobile,C1209,Fully-configurable impactful budgetary management,Romance,Documentary,Spanish,2018,167.95,11117.48,19-10-2025,53.06,54.01,3.7,0,"C1078, C1449, C1071",03-11-2025 05:47,18,720p,9,38.22,3,Credit Card,799,0,06-05-2024,
U14838,Taylor Murphy,54,Male,Kerala,Standard,15-11-2023,15-08-2024,0,Laptop,C1314,Automated contextually-based emulation,Thriller,Movie,Spanish,2021,106.59,5542.71,07-11-2025,28.75,57.88,4.8,1,"C1275, C1272, C1246",02-11-2025 13:54,24,720p,13,82.28,5,Debit Card,799,1,24-03-2023,
